"","Quercus_CA","Quercus_MX","Quercus_MX_stellatae","roburoids_albae","mac_bic","mac_bic_lob"
"simRAD.simRAD_Qalba_raxml.bt094",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"simRAD.simRAD_Qalba_raxml.bt095",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"simRAD.simRAD_Qalba_raxml.bt096",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"simRAD.simRAD_Qalba_raxml.bt097",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"simRAD.simRAD_Qalba_raxml.bt098",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"simRAD.simRAD_Qalba_raxml.bt099",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"simRAD.simRAD_Qalba_raxml.bt100",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"simRAD.simRAD_Qvar_raxml.bt001",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"simRAD.simRAD_Qvar_raxml.bt002",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"simRAD.simRAD_Qvar_raxml.bt003",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt004",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"simRAD.simRAD_Qvar_raxml.bt005",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt006",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"simRAD.simRAD_Qvar_raxml.bt007",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"simRAD.simRAD_Qvar_raxml.bt008",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"simRAD.simRAD_Qvar_raxml.bt009",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"simRAD.simRAD_Qvar_raxml.bt010",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt011",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt012",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt013",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt014",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"simRAD.simRAD_Qvar_raxml.bt015",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt016",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt017",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"simRAD.simRAD_Qvar_raxml.bt018",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"simRAD.simRAD_Qvar_raxml.bt019",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"simRAD.simRAD_Qvar_raxml.bt020",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt021",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"simRAD.simRAD_Qvar_raxml.bt022",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt023",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt024",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt025",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt026",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt027",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt028",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"simRAD.simRAD_Qvar_raxml.bt029",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt030",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt031",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt032",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"simRAD.simRAD_Qvar_raxml.bt033",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"simRAD.simRAD_Qvar_raxml.bt034",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"simRAD.simRAD_Qvar_raxml.bt035",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"simRAD.simRAD_Qvar_raxml.bt036",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt037",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"simRAD.simRAD_Qvar_raxml.bt038",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt039",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"simRAD.simRAD_Qvar_raxml.bt040",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt041",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt042",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt043",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"simRAD.simRAD_Qvar_raxml.bt044",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"simRAD.simRAD_Qvar_raxml.bt045",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"simRAD.simRAD_Qvar_raxml.bt046",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"simRAD.simRAD_Qvar_raxml.bt047",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"simRAD.simRAD_Qvar_raxml.bt048",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"simRAD.simRAD_Qvar_raxml.bt049",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt050",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt051",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt052",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt053",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt054",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"simRAD.simRAD_Qvar_raxml.bt055",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt056",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"simRAD.simRAD_Qvar_raxml.bt057",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt058",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"simRAD.simRAD_Qvar_raxml.bt059",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt060",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"simRAD.simRAD_Qvar_raxml.bt061",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt062",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt063",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt064",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt065",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt066",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt067",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt068",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt069",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt070",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"simRAD.simRAD_Qvar_raxml.bt071",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt072",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"simRAD.simRAD_Qvar_raxml.bt073",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt074",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt075",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt076",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"simRAD.simRAD_Qvar_raxml.bt077",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt078",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt079",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt080",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"simRAD.simRAD_Qvar_raxml.bt081",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt082",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt083",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt084",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt085",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt086",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"simRAD.simRAD_Qvar_raxml.bt087",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt088",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"simRAD.simRAD_Qvar_raxml.bt089",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt090",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt091",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt092",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt093",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"simRAD.simRAD_Qvar_raxml.bt094",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt095",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt096",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"simRAD.simRAD_Qvar_raxml.bt097",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
"simRAD.simRAD_Qvar_raxml.bt098",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"simRAD.simRAD_Qvar_raxml.bt099",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"simRAD.simRAD_Qvar_raxml.bt100",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"reSeq.reseq_Qalba.bt001",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt002",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt003",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt004",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt005",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt006",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt007",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt008",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt009",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt010",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt011",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt012",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt013",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt014",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt015",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt016",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt017",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt018",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt019",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt020",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt021",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt022",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt023",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt024",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt025",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt026",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt027",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt028",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt029",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt030",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt031",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt032",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt033",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt034",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt035",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt036",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt037",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt038",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt039",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt040",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt041",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt042",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt043",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt044",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt045",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt046",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt047",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt048",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt049",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt050",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt051",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt052",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt053",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt054",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt055",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt056",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt057",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt058",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt059",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt060",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt061",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt062",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt063",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt064",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt065",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt066",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt067",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt068",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt069",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt070",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt071",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt072",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt073",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt074",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt075",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt076",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt077",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt078",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt079",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt080",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt081",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt082",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt083",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt084",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt085",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt086",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt087",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt088",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt089",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt090",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt091",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt092",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt093",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt094",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt095",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt096",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt097",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt098",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt099",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qalba.bt100",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt001",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt002",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt003",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt004",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt005",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt006",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt007",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt008",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt009",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt010",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt011",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt012",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt013",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt014",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt015",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt016",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt017",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt018",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt019",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt020",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt021",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt022",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt023",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt024",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt025",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt026",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt027",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt028",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt029",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt030",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt031",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt032",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt033",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt034",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt035",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt036",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt037",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt038",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt039",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt040",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt041",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt042",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt043",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt044",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt045",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt046",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt047",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt048",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt049",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt050",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt051",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt052",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt053",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt054",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt055",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt056",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt057",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt058",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt059",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt060",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt061",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt062",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt063",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt064",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt065",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"reSeq.reseq_Qvar.bt066",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
